Index;delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_date;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
10497;DLV-10497;fedex;furniture;ev van;standard;south;clear;179.8;1.21;10/11/2024;9;no;delivered;5;902.63
10498;DLV-10498;delhivery;furniture;van;same day;south;clear;77.4;3.65;21/05/2024;5;no;delivered;3;497.95
10499;DLV-10499;xpressbees;documents;ev van;two day;north;foggy;139.8;4.18;31/07/2024;5;no;delivered;5;711.54
10500;DLV-10500;amazon logistics;groceries;truck;same day;central;clear;143.9;49.52;01/12/2024;3;no;delivered;5;968.9
10501;DLV-10501;delhivery;documents;ev bike;two day;east;rainy;287.2;10.98;18/11/2024;9;no;delivered;5;1468.94
10502;DLV-10502;fedex;furniture;ev van;two day;east;cold;78.5;48.65;22/09/2024;2;no;delivered;3;538.45
10503;DLV-10503;shadowfax;automobile parts;ev bike;express;central;foggy;247.6;47.52;10/09/2024;13;yes;delayed;2;1430.56
10504;DLV-10504;delhivery;groceries;van;express;central;hot;219.2;42.55;05/03/2024;6;yes;delayed;3;1273.65
10505;DLV-10505;dhl;furniture;scooter;same day;south;clear;164.6;23.09;18/04/2024;5;no;delivered;5;992.27
10506;DLV-10506;ekart;automobile parts;bike;express;central;foggy;213.0;31.18;13/06/2024;12;yes;delayed;2;1208.54
10507;DLV-10507;delhivery;clothing;van;express;east;foggy;107.8;9.73;06/12/2024;6;yes;delayed;2;618.19
10508;DLV-10508;amazon logistics;documents;truck;two day;east;stormy;189.3;18.53;29/05/2024;8;no;delivered;4;1002.09
10509;DLV-10509;fedex;furniture;ev bike;standard;central;stormy;44.7;19.07;09/01/2024;6;no;delivered;5;280.71
10510;DLV-10510;xpressbees;groceries;bike;express;central;cold;236.8;12.4;17/01/2024;7;yes;failed;2;1271.2
10511;DLV-10511;shadowfax;groceries;van;express;central;cold;101.4;24.36;09/03/2024;5;yes;delayed;3;630.08
10512;DLV-10512;amazon logistics;fragile items;ev van;same day;north;cold;295.7;20.43;07/09/2024;6;no;delivered;5;1632.7205999999999
10513;DLV-10513;ecom express;furniture;ev bike;two day;north;hot;130.9;35.88;05/03/2024;6;no;delivered;5;762.14
10514;DLV-10514;shadowfax;groceries;ev van;two day;south;stormy;279.2;47.62;18/05/2024;12;no;delivered;4;1538.86
10515;DLV-10515;dhl;furniture;ev van;express;south;hot;78.7;26.28;16/09/2024;4;yes;delayed;2;522.34
10516;DLV-10516;dhl;fragile items;bike;express;west;cold;88.3;8.2;23/06/2024;4;yes;delayed;3;516.1
10517;DLV-10517;amazon logistics;automobile parts;ev bike;standard;north;stormy;240.9;9.89;16/12/2024;10;no;delivered;4;1234.17
10518;DLV-10518;dhl;documents;truck;two day;south;hot;264.6;41.52;22/09/2024;8;no;delivered;5;1447.56
10519;DLV-10519;fedex;electronics;van;express;west;stormy;147.0;0.81;25/12/2024;7;yes;failed;2;787.43
10520;DLV-10520;blue dart;electronics;ev bike;express;east;stormy;20.1;5.51;15/06/2024;6;yes;delayed;3;167.03
10521;DLV-10521;ecom express;furniture;ev van;express;west;foggy;105.5;30.55;06/08/2024;6;yes;delayed;2;669.15
10522;DLV-10522;shadowfax;pharmacy;van;two day;central;foggy;241.7;42.46;28/01/2024;10;no;delivered;3;1335.88
10523;DLV-10523;ekart;electronics;truck;two day;central;foggy;144.3;35.73;10/08/2024;7;no;delivered;4;828.69
10524;DLV-10524;shadowfax;furniture;van;express;central;cold;215.8;8.32;23/06/2024;5;no;delivered;5;1153.96
10525;DLV-10525;dhl;groceries;truck;same day;west;clear;114.2;46.48;03/04/2024;3;no;delivered;5;810.44
10526;DLV-10526;blue dart;automobile parts;ev van;standard;east;rainy;10.9;27.86;31/08/2024;6;no;delivered;4;138.08
10527;DLV-10527;amazon logistics;pharmacy;ev bike;express;west;foggy;203.3;29.68;19/07/2024;4;no;delivered;4;1155.54
10528;DLV-10528;amazon logistics;groceries;scooter;same day;west;stormy;90.0;37.21;15/01/2024;9;yes;failed;1;661.63
10529;DLV-10529;amazon logistics;pharmacy;ev van;same day;central;clear;146.8;28.15;19/12/2024;3;no;delivered;4;918.45
10530;DLV-10530;dhl;clothing;truck;two day;west;clear;273.7;42.15;20/02/2024;8;no;delivered;5;1494.95
10531;DLV-10531;ekart;furniture;truck;same day;east;rainy;67.4;13.93;17/05/2024;6;no;delivered;3;478.79
10532;DLV-10532;delhivery;documents;bike;two day;east;clear;105.6;5.1;25/07/2024;5;no;delivered;4;543.3
10533;DLV-10533;xpressbees;clothing;van;express;central;hot;47.8;11.87;03/10/2024;3;yes;failed;2;324.61
10534;DLV-10534;ekart;groceries;scooter;same day;south;clear;12.0;26.6;05/10/2024;2;no;delivered;5;239.8
10535;DLV-10535;ecom express;pharmacy;bike;two day;south;cold;124.3;35.94;12/04/2024;4;no;delivered;4;729.32
10536;DLV-10536;amazon logistics;pharmacy;ev van;two day;west;rainy;30.5;47.56;19/02/2024;7;no;delivered;5;295.18
10537;DLV-10537;blue dart;automobile parts;bike;express;west;stormy;90.6;9.14;10/11/2024;6;yes;delayed;3;530.42
10538;DLV-10538;ecom express;documents;ev bike;same day;south;hot;254.9;24.33;26/09/2024;6;no;delivered;5;1447.49
10539;DLV-10539;blue dart;cosmetics;ev bike;same day;north;foggy;13.9;43.44;01/12/2024;5;no;delivered;5;299.82
10540;DLV-10540;fedex;furniture;truck;two day;west;rainy;190.3;39.19;23/07/2024;6;no;delivered;5;1069.07
10541;DLV-10541;fedex;fragile items;ev van;standard;north;hot;117.2;32.99;11/11/2024;5;no;delivered;3;684.97
10542;DLV-10542;ecom express;automobile parts;bike;standard;north;hot;117.8;7.37;10/11/2024;7;no;delivered;3;611.11
10543;DLV-10543;shadowfax;cosmetics;bike;standard;north;stormy;150.8;28.09;24/01/2024;8;no;delivered;4;838.27
10544;DLV-10544;amazon logistics;groceries;ev van;standard;west;cold;104.1;13.18;19/03/2024;5;no;delivered;3;560.04
10545;DLV-10545;shadowfax;furniture;scooter;express;west;hot;25.4;21.64;19/04/2024;1;no;delivered;5;241.92
10546;DLV-10546;amazon logistics;pharmacy;scooter;express;east;stormy;265.8;8.0;07/12/2024;15;yes;delayed;2;1403.0
10547;DLV-10547;amazon logistics;fragile items;ev bike;standard;north;hot;58.5;26.86;05/05/2024;3;no;delivered;4;373.08
10548;DLV-10548;amazon logistics;documents;truck;two day;north;hot;205.6;25.3;19/04/2024;6;no;delivered;5;1103.9
10549;DLV-10549;dhl;fragile items;scooter;two day;east;hot;226.1;8.61;09/01/2024;5;no;delivered;4;1156.33
10550;DLV-10550;dhl;fragile items;scooter;standard;central;hot;62.9;1.21;11/04/2024;2;no;delivered;4;318.13
10551;DLV-10551;ecom express;electronics;ev van;express;west;cold;48.6;21.45;16/08/2024;3;yes;delayed;3;357.35
10552;DLV-10552;xpressbees;documents;truck;express;east;foggy;274.0;13.64;16/12/2024;10;yes;delayed;2;1460.92
10553;DLV-10553;ecom express;documents;ev van;two day;east;stormy;8.7;16.74;20/11/2024;8;no;delivered;4;95.6674
10554;DLV-10554;shadowfax;pharmacy;truck;standard;west;rainy;131.4;38.89;31/01/2024;6;no;delivered;5;773.67
10555;DLV-10555;ecom express;clothing;truck;two day;south;foggy;21.8;9.26;03/02/2024;5;no;delivered;5;136.78
10556;DLV-10556;xpressbees;documents;van;standard;north;hot;128.2;8.82;05/03/2024;6;no;delivered;5;667.46
10557;DLV-10557;xpressbees;clothing;bike;same day;south;hot;58.2;24.35;11/05/2024;1;no;delivered;5;464.05
10558;DLV-10558;blue dart;electronics;truck;same day;north;rainy;275.6;37.47;09/08/2024;12;yes;delayed;2;1590.41
10559;DLV-10559;shadowfax;furniture;ev bike;standard;south;cold;95.0;28.79;03/07/2024;4;no;delivered;5;561.37
10560;DLV-10560;xpressbees;documents;van;standard;central;foggy;239.5;45.26;02/08/2024;7;no;delivered;4;1333.28
10561;DLV-10561;xpressbees;furniture;ev van;express;east;hot;112.8;37.49;09/02/2024;4;yes;failed;1;726.47
10562;DLV-10562;ecom express;clothing;ev bike;two day;east;clear;159.6;21.66;28/07/2024;6;no;delivered;3;862.98
10563;DLV-10563;ekart;documents;truck;same day;west;hot;203.3;17.72;13/09/2024;9;yes;delayed;3;1169.66
10564;DLV-10564;ekart;automobile parts;truck;two day;south;stormy;201.9;44.24;22/06/2024;7;no;delivered;5;1142.22
10565;DLV-10565;ecom express;fragile items;scooter;express;west;stormy;255.2;49.34;23/01/2024;10;yes;delayed;2;1474.02
10566;DLV-10566;ecom express;documents;ev van;same day;east;clear;96.0;31.71;12/03/2024;4;no;delivered;4;675.13
10567;DLV-10567;blue dart;clothing;bike;two day;east;stormy;146.7;35.21;27/02/2024;9;no;delivered;4;839.13
10568;DLV-10568;dhl;automobile parts;bike;express;south;hot;250.7;21.97;14/08/2024;6;no;delivered;5;1369.41
10569;DLV-10569;ecom express;cosmetics;ev bike;two day;central;rainy;97.0;29.75;09/01/2024;6;no;delivered;5;574.25
10570;DLV-10570;blue dart;furniture;bike;two day;central;foggy;63.8;32.88;18/01/2024;3;no;delivered;5;417.64
10571;DLV-10571;amazon logistics;cosmetics;truck;same day;north;stormy;84.1;49.52;07/10/2024;4;no;delivered;4;669.69
10572;DLV-10572;blue dart;clothing;scooter;express;north;hot;99.2;18.29;26/08/2024;2;no;delivered;5;600.87
10573;DLV-10573;blue dart;groceries;ev bike;standard;west;hot;48.2;29.47;26/02/2024;3;no;delivered;5;329.41
10574;DLV-10574;amazon logistics;groceries;bike;standard;east;foggy;55.4;1.17;29/04/2024;3;no;delivered;5;280.51
10575;DLV-10575;shadowfax;cosmetics;scooter;two day;west;foggy;16.7;45.17;22/07/2024;1;no;delivered;4;219.01
10576;DLV-10576;fedex;clothing;truck;express;south;hot;67.7;49.01;26/08/2024;4;yes;delayed;3;535.53
10577;DLV-10577;amazon logistics;furniture;van;two day;west;clear;272.2;29.5;19/08/2024;6;no;delivered;4;1449.5
10578;DLV-10578;ekart;fragile items;scooter;express;north;cold;183.8;20.13;14/01/2024;6;yes;delayed;3;1029.39
10579;DLV-10579;fedex;clothing;bike;express;central;foggy;100.0;40.64;27/08/2024;7;yes;delayed;3;671.92
10580;DLV-10580;shadowfax;clothing;bike;same day;west;foggy;240.5;3.39;25/09/2024;9;yes;delayed;2;1312.67
10581;DLV-10581;xpressbees;fragile items;scooter;express;west;clear;180.1;30.12;11/03/2024;9;yes;delayed;2;1040.86
10582;DLV-10582;ekart;fragile items;scooter;express;north;foggy;56.7;17.93;05/02/2024;2;no;delivered;5;387.29
10583;DLV-10583;shadowfax;groceries;bike;express;central;foggy;186.8;9.88;09/10/2024;8;yes;delayed;3;1013.64
10584;DLV-10584;fedex;electronics;truck;two day;south;hot;280.8;6.95;27/11/2024;9;no;delivered;5;1424.85
10585;DLV-10585;fedex;furniture;ev van;two day;north;cold;23.9;37.52;26/05/2024;3;no;delivered;4;232.06
10586;DLV-10586;amazon logistics;documents;ev bike;same day;east;cold;297.1;26.8;28/02/2024;6;no;delivered;4;1632.7205999999999
10587;DLV-10587;dhl;pharmacy;scooter;two day;central;cold;127.8;46.11;10/07/2024;5;no;delivered;3;777.33
10588;DLV-10588;xpressbees;clothing;van;express;east;rainy;147.1;28.13;07/01/2024;9;yes;delayed;3;869.89
10589;DLV-10589;ecom express;fragile items;ev bike;same day;north;foggy;7.8;6.14;14/11/2024;2;no;delivered;4;157.42
10590;DLV-10590;xpressbees;cosmetics;ev van;express;central;hot;80.0;18.25;27/03/2024;3;no;delivered;5;504.75
10591;DLV-10591;ecom express;pharmacy;truck;express;west;hot;113.7;17.1;20/07/2024;5;yes;failed;1;669.8
10592;DLV-10592;shadowfax;furniture;scooter;same day;west;clear;290.4;23.07;15/02/2024;10;yes;failed;1;1621.21
10593;DLV-10593;ekart;clothing;ev van;express;east;cold;221.8;21.4;26/05/2024;9;yes;delayed;3;1223.2
10594;DLV-10594;ecom express;automobile parts;truck;standard;north;cold;281.8;4.81;09/09/2024;6;no;delivered;5;1423.43
10595;DLV-10595;shadowfax;documents;bike;express;west;cold;220.0;24.28;12/03/2024;7;yes;failed;2;1222.84
10596;DLV-10596;ekart;groceries;scooter;standard;north;hot;254.4;33.19;13/06/2024;7;no;delivered;5;1371.57
10597;DLV-10597;ekart;automobile parts;truck;same day;south;stormy;10.5;1.1;04/04/2024;7;no;delivered;4;155.8
10598;DLV-10598;ekart;electronics;ev bike;same day;east;cold;259.4;1.59;27/07/2024;7;no;delivered;5;1401.77
10599;DLV-10599;amazon logistics;clothing;ev van;standard;east;clear;244.1;30.93;30/06/2024;8;no;delivered;3;1313.29
10600;DLV-10600;delhivery;cosmetics;scooter;express;south;clear;178.6;28.85;26/03/2024;4;no;delivered;4;1029.55
10601;DLV-10601;xpressbees;groceries;ev bike;express;north;stormy;210.8;33.29;31/12/2024;6;yes;delayed;3;1203.87
10602;DLV-10602;fedex;pharmacy;ev van;standard;north;clear;231.8;34.55;19/10/2024;7;no;delivered;3;1262.65
10603;DLV-10603;delhivery;pharmacy;ev bike;standard;north;rainy;16.2;42.18;14/03/2024;6;no;delivered;5;207.54
10604;DLV-10604;shadowfax;fragile items;ev bike;express;central;foggy;75.4;22.01;25/04/2024;6;yes;delayed;3;493.03
10605;DLV-10605;xpressbees;pharmacy;ev bike;same day;north;hot;281.6;37.26;25/05/2024;5;no;delivered;4;1619.78
10606;DLV-10606;xpressbees;groceries;truck;same day;west;clear;90.8;8.43;20/06/2024;3;no;delivered;5;579.29
10607;DLV-10607;fedex;furniture;truck;standard;south;cold;31.9;0.67;04/12/2024;2;no;delivered;5;160.49
10608;DLV-10608;dhl;cosmetics;truck;standard;south;clear;205.3;8.94;15/05/2024;4;no;delivered;4;1053.32
10609;DLV-10609;blue dart;groceries;ev van;standard;north;hot;114.5;36.37;05/04/2024;2;no;delivered;4;681.61
10610;DLV-10610;delhivery;clothing;van;two day;north;clear;247.9;44.91;13/07/2024;9;no;delivered;5;1374.23
10611;DLV-10611;dhl;furniture;ev bike;same day;central;hot;174.0;5.23;22/04/2024;4;no;delivered;5;985.69
10612;DLV-10612;shadowfax;automobile parts;bike;express;west;clear;297.1;22.39;31/05/2024;14;yes;delayed;2;1605.17
10613;DLV-10613;delhivery;clothing;van;standard;south;cold;215.1;28.71;26/01/2024;4;no;delivered;4;1161.63
10614;DLV-10614;ecom express;clothing;ev van;standard;east;clear;195.3;44.5;18/09/2024;5;no;delivered;5;1110.0
10615;DLV-10615;shadowfax;automobile parts;scooter;express;central;foggy;148.7;11.03;04/10/2024;6;yes;delayed;2;826.59
10616;DLV-10616;ekart;fragile items;ev bike;two day;south;foggy;20.2;32.86;23/11/2024;4;no;delivered;5;199.58
10617;DLV-10617;ecom express;clothing;truck;standard;central;foggy;10.8;41.8;01/06/2024;4;no;delivered;4;179.4
10618;DLV-10618;blue dart;clothing;bike;same day;east;stormy;224.9;3.5;18/12/2024;12;yes;delayed;2;1235.0
10619;DLV-10619;ecom express;cosmetics;bike;same day;east;hot;228.5;11.0;04/01/2024;7;no;delivered;4;1275.5
10620;DLV-10620;ekart;fragile items;bike;two day;central;clear;63.8;6.94;15/10/2024;3;no;delivered;5;339.82
10621;DLV-10621;dhl;cosmetics;van;express;east;clear;165.9;35.55;11/10/2024;6;yes;delayed;2;986.15
10622;DLV-10622;dhl;fragile items;scooter;express;north;stormy;99.0;14.63;18/02/2024;7;yes;delayed;3;588.89
10623;DLV-10623;ecom express;furniture;ev van;same day;north;clear;220.6;3.64;01/04/2024;10;yes;delayed;3;1213.92
10624;DLV-10624;ekart;fragile items;ev bike;express;west;stormy;246.0;4.85;04/03/2024;11;yes;failed;1;1294.55
10625;DLV-10625;ecom express;pharmacy;bike;standard;west;clear;133.0;34.32;30/05/2024;5;no;delivered;4;767.96
10626;DLV-10626;dhl;furniture;truck;same day;central;rainy;207.3;29.12;22/08/2024;13;yes;delayed;2;1223.86
10627;DLV-10627;ekart;pharmacy;ev bike;two day;north;stormy;109.0;16.77;27/04/2024;9;no;delivered;4;595.31
10628;DLV-10628;shadowfax;groceries;truck;two day;east;rainy;157.2;45.73;23/12/2024;8;no;delivered;3;923.19
10629;DLV-10629;xpressbees;pharmacy;bike;standard;south;stormy;222.3;1.5;06/10/2024;11;no;delivered;4;1116.0
10630;DLV-10630;dhl;fragile items;bike;two day;central;cold;37.4;11.8;05/05/2024;2;no;delivered;5;222.4
10631;DLV-10631;blue dart;automobile parts;truck;same day;west;foggy;6.5;27.55;24/06/2024;3;no;delivered;4;215.15
10632;DLV-10632;dhl;pharmacy;ev van;same day;south;rainy;194.3;47.51;03/10/2024;8;yes;delayed;2;1214.03
10633;DLV-10633;fedex;electronics;bike;express;west;rainy;236.9;44.24;10/01/2024;9;yes;failed;1;1367.22
10634;DLV-10634;delhivery;pharmacy;bike;two day;west;cold;188.7;36.48;30/03/2024;7;no;delivered;5;1052.94
10635;DLV-10635;delhivery;documents;scooter;same day;south;cold;55.6;24.09;31/05/2024;2;no;delivered;5;450.27
10636;DLV-10636;ecom express;documents;scooter;standard;east;rainy;151.8;21.91;10/07/2024;4;no;delivered;4;824.73
10637;DLV-10637;delhivery;fragile items;ev van;standard;south;clear;122.3;35.53;18/08/2024;3;no;delivered;3;718.09
10638;DLV-10638;dhl;furniture;ev van;same day;south;rainy;283.3;33.96;08/11/2024;11;yes;failed;1;1618.38
10639;DLV-10639;xpressbees;fragile items;scooter;express;north;hot;207.8;19.88;24/01/2024;4;no;delivered;5;1148.64
10640;DLV-10640;ekart;groceries;ev bike;same day;west;cold;156.3;43.95;17/10/2024;5;no;delivered;4;1013.35
10641;DLV-10641;fedex;pharmacy;bike;two day;east;clear;120.0;40.58;06/12/2024;4;no;delivered;3;721.74
10642;DLV-10642;delhivery;pharmacy;truck;express;west;stormy;102.4;49.26;26/10/2024;5;yes;failed;1;709.78
10643;DLV-10643;amazon logistics;automobile parts;truck;two day;central;stormy;41.3;19.89;06/04/2024;7;no;delivered;3;266.17
10644;DLV-10644;shadowfax;clothing;ev van;standard;south;hot;211.2;10.74;06/08/2024;4;no;delivered;4;1088.22
10645;DLV-10645;amazon logistics;pharmacy;ev bike;express;north;hot;162.3;10.27;18/05/2024;7;yes;failed;1;892.31
10646;DLV-10646;amazon logistics;groceries;bike;express;south;stormy;24.2;32.18;17/03/2024;8;yes;delayed;2;267.54
10647;DLV-10647;dhl;furniture;van;same day;south;foggy;123.4;10.18;18/05/2024;6;no;delivered;5;747.54
10648;DLV-10648;delhivery;fragile items;bike;standard;east;cold;230.1;37.02;26/03/2024;8;no;delivered;4;1261.56
10649;DLV-10649;dhl;clothing;bike;express;central;rainy;44.4;47.39;09/08/2024;5;yes;failed;1;414.17
10650;DLV-10650;blue dart;furniture;bike;express;central;clear;233.4;1.56;24/04/2024;5;no;delivered;5;1221.68
10651;DLV-10651;fedex;groceries;ev van;same day;west;hot;137.9;43.84;29/05/2024;5;no;delivered;3;921.02
10652;DLV-10652;blue dart;automobile parts;scooter;standard;west;clear;21.7;11.62;07/05/2024;3;no;delivered;3;143.36
10653;DLV-10653;ecom express;clothing;ev bike;same day;south;hot;282.1;27.68;08/10/2024;8;yes;delayed;2;1593.54
10654;DLV-10654;shadowfax;documents;ev bike;same day;south;clear;56.6;13.49;03/01/2024;2;no;delivered;3;423.47
10655;DLV-10655;ekart;electronics;ev van;same day;central;cold;13.6;15.39;19/04/2024;2;no;delivered;4;214.17
10656;DLV-10656;ecom express;groceries;truck;same day;south;hot;159.5;41.23;05/03/2024;7;no;delivered;3;1021.19
10657;DLV-10657;xpressbees;electronics;ev van;same day;south;cold;45.6;14.7;09/11/2024;3;no;delivered;5;372.1
10658;DLV-10658;dhl;furniture;van;standard;central;rainy;15.6;41.81;01/12/2024;3;no;delivered;4;203.43
10659;DLV-10659;blue dart;documents;ev bike;same day;central;foggy;202.1;16.05;09/08/2024;11;yes;delayed;2;1158.65
10660;DLV-10660;dhl;groceries;ev bike;same day;west;hot;33.3;11.73;02/08/2024;1;no;delivered;5;301.69
10661;DLV-10661;shadowfax;pharmacy;truck;standard;west;cold;289.7;38.0;12/04/2024;8;no;delivered;4;1562.5
10662;DLV-10662;xpressbees;cosmetics;scooter;standard;west;clear;243.8;15.05;25/02/2024;7;no;delivered;5;1264.15
10663;DLV-10663;ekart;electronics;bike;express;east;foggy;261.6;1.43;27/04/2024;10;yes;delayed;2;1362.29
10664;DLV-10664;xpressbees;clothing;bike;express;west;rainy;201.0;12.07;16/01/2024;9;yes;delayed;3;1091.21
10665;DLV-10665;ekart;documents;van;standard;north;foggy;164.0;40.66;05/09/2024;9;no;delivered;5;941.98
10666;DLV-10666;ekart;furniture;van;two day;north;clear;205.7;31.06;24/11/2024;6;no;delivered;4;1121.68
10667;DLV-10667;fedex;fragile items;scooter;same day;central;stormy;176.3;20.23;13/02/2024;9;yes;delayed;2;1042.19
10668;DLV-10668;blue dart;clothing;ev bike;two day;north;cold;242.6;26.33;27/06/2024;5;no;delivered;3;1291.99
10669;DLV-10669;dhl;electronics;bike;two day;west;hot;56.4;9.58;06/05/2024;1;no;delivered;3;310.74
10670;DLV-10670;dhl;pharmacy;van;same day;south;hot;40.6;13.34;29/08/2024;2;no;delivered;4;343.02
10671;DLV-10671;ekart;automobile parts;van;two day;west;clear;203.7;4.4;27/12/2024;4;no;delivered;5;1031.7
10672;DLV-10672;xpressbees;fragile items;ev van;same day;east;clear;60.7;14.11;15/12/2024;3;no;delivered;3;445.83
10673;DLV-10673;ekart;pharmacy;bike;two day;south;hot;294.0;13.16;06/01/2024;12;no;delivered;5;1509.48
10674;DLV-10674;xpressbees;electronics;ev van;standard;west;stormy;45.8;21.95;09/01/2024;6;no;delivered;4;294.85
10675;DLV-10675;xpressbees;pharmacy;ev bike;two day;central;clear;198.8;32.31;19/07/2024;6;no;delivered;3;1090.93
10676;DLV-10676;shadowfax;furniture;ev bike;express;west;foggy;239.5;28.4;27/03/2024;7;yes;delayed;3;1332.7
10677;DLV-10677;ekart;furniture;ev bike;express;south;cold;86.0;37.99;16/01/2024;3;no;delivered;5;593.97
